ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN
ANIMAL, HEMODERIVADOS)"
BOTICA U.M.R. SANTA ANA,BOTICA,DOMICILIO CONOCIDO,CENTRO/ SANTA ANA,98920,PINOS,ZACATECAS,32 038 10 0009,14/09/99,"II, III"
BOTICA U.M.R. LA VICTORIA,BOTICA,DOMICILIO CONOCIDO,CENTRO/LA VICTORIA,98920,PINOS,ZACATECAS,32 038 10 0010,14/09/99,"II, III"
BOTICA HOSPITAL RURAL SOL. #8,BOTICA,PROL. GLEZ. ORTEGA  ESQ. CARRERAS S/N,CENTRO,98920,PINOS,ZACATECAS,32 038 10 0011,09/12/99,"I, II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
BOTICA CENTRO DE SALUD No. 1,BOTICA,DOMICILIO CONOCIDO,CENTRO/PINO SUÁREZ,98920,PINOS,ZACATECAS,32 038 10 0013,02/02/00,"II, III, VACUNAS,  TOXOIDES"
BOTICA CENTRO DE SALUD No. 1,BOTICA,PROLONGACIÓN ZARAGOZA S/N,CENTRO,98920,PINOS,ZACATECAS,32 038 10 0014,02/02/00,"II, III, VACUNAS,  TOXOIDES"
BOTICA CENTRO DE SALUD No. 1,BOTICA,DOMICILIO CONOCIDO,CENTRO/EL SITIO,98920,PINOS,ZACATECAS,32 038 10 0015,02/02/00,"II, III, VACUNAS,  TOXOIDES"
BOTICA CENTRO DE SALUD No. 1,BOTICA,NICOLÁS BRAVO #40,CENTRO/SANTIAGO,98920,PINOS,ZACATECAS,32 038 10 0016,02/02/00,"II, III, VACUNAS,  TOXOIDES"
BOTICA PAC ESI #1,BOTICA,DOMICILIO CONOCIDO,CENTRO/ESTANCIA DE GUADALUPE,98959,PINOS,ZACATECAS,32 038 10 0017,19/04/01,"II, III"
BOTICA PAC ESI #5,BOTICA,DOMICILIO CONOCIDO,CENTRO/TOLOSA,98920,PINOS,ZACATECAS,32 038 10 0018,05/06/01,"II, III"
BOTICA PAC ESI #6,BOTICA,DOMICILIO CONOCIDO,CENTRO/TRINIDAD NORTE,98941,PINOS,ZACATECAS,32 038 10 0019,05/06/01,"II, III"
BOTICA PAC ESI #8,BOTICA,DOMICILIO CONOCIDO,CENTRO/SAN MARTÍN,98969,PINOS,ZACATECAS,32 038 10 0020,05/06/01,"II, III"
BOTICA PAC ESI #7,BOTICA,DOMICILIO CONOCIDO,CTO/AGUA GORDA DE LOS PATOS,47540,PINOS,ZACATECAS,32 038 10 0021,07/08/01,"II, III"
BOTICA PAC ESI #1,BOTICA,DOMICILIO CONOCIDO,CENTRO/SANTA ELENA,98920,PINOS,ZACATECAS,32 038 10 0022,10/09/01,"II, III"
BOTICA PAC ESI #7,BOTICA,DOMICILIO CONOCIDO,CTO/CERRITO DE DOLORES,98920,PINOS,ZACATECAS,32 038 10 0023,17/12/01,"II, III"
BOTICA PAC ESI #2,BOTICA,DOMICILIO CONOCIDO,CTO/SAN JOSÉ DE CASTELLANOS,98959,PINOS,ZACATECAS,32 038 10 0024,29/04/02,"II, III"
BOTICA PAC ESI #3,BOTICA,DOMICILIO CONOCIDO,CENTRO/ LA LOBEÑA,98920,PINOS,ZACATECAS,32 038 10 0025,29/04/02,"II, III"
BOTICA CENTRO DE SALUD ESTANCIA DE GUADALUPE,BOTICA,CONOCIDO,ESTANCIA DE GUADALUPE,98920,PINOS,ZACATECAS,32 038 10 0026,04/02/15,"II,  III, VACUNAS, SUEROS,  HEMODERIVADOS"
BOTICA CENTRO DE SALUD SAN JOSE DE CASTELLANOS,BOTICA,CONOCIDO,SAN JOSE DE CASTELLANOS,98920,PINOS,ZACATECAS,32 038 10 0028,05/02/15,"II,  III, VACUNAS, SUEROS,  HEMODERIVADOS"
BOTICA U.M.R. EL MEZQUITE,BOTICA,CONOCIDO S/N,CENTRO/EL MEZQUITE,98960,PINOS,ZACATECAS,32 038 10 0029,16/11/16,"II, III"
BOTICA CESSA PINOS,BOTICA,KM. 1.5 CARRETERA PINOS-OJUELOS,CENTRO,98920,PINOS,ZACATECAS,32 038 10 0030,13/06/18,"II, III, VACUNAS Y TOXOIDES"
BOTICA CENTRO DE SALUD JOSE MARIA PINO SUÁREZ,BOTICA,CALLE CATORCE SUR #5,LOC. JOSE MARIA PINO SUÁREZ,98960,PINOS,ZACATECAS,32 038 10 0031,27/05/19,"II, III, VACUNAS Y TOXOIDES"
BOTICA CENTRO DE SALUD SANTA ELENA,BOTICA,CALLE VENUSTIANO CARRANZA #31,LOC. SANTA ELENA,98961,PINOS,ZACATECAS,32 038 10 0032,27/05/19,"II, III, VACUNAS Y TOXOIDES"
FARMACIA LA PALMA,FARMACIA,FRANCISCO GARCÍA SALINAS No. 123,CENTRO,98900,VILLA GARCÍA,ZACATECAS,32 052 09 0003,19/07/99,"II, III"
FARMACIA DE JESÚS,FARMACIA,IGNACIO ZARAGOZA # 208,CENTRO,98900,VILLA GARCÍA,ZACATECAS,32 052 09 0004,27/02/01,"II, III, TOXOIDES, SUEROS"
FARMACIA JUAN PABLO II,FARMACIA,SANTA PAULA # 116,SAN SEBASTIAN,98900,VILLA GARCIA,ZACATECAS,32 052 09 0006,01/12/14,II y III
SÚPER FARMACIAS SANTA MARIA,FARMACIA,LÁZARO CÁRDENAS #111,CENTRO,98900,VILLA GARCÍA,ZACATECAS,32 052 09 0007,15/04/19,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS Y ANTITOXINAS"
"BOTICA DE LA U.M.F. DEL IMSS NUM. 46,VILLA GARCIA",BOTICA,GARCÍA DE LA CADENA S/N,CENTRO,98900,VILLA GARCÍA,ZACATECAS,32 052 10 0001,14/09/99,"II, III"
BOTICA U.M.R. AGUA GORDA,BOTICA,DOMICILIO CONOCIDO,CENTR/AGUA GORDA,98900,VILLA GARCÍA,ZACATECAS,32 052 10 0002,14/09/99,"II, III"
BOTICA U.M.R. IGNACIO ZARAGOZA,BOTICA,DOMICILIO CONOCIDO,CENTRO/IGNACIO ZARAGOZA,98900,VILLA GARCÍA,ZACATECAS,32 052 10 0003,14/09/99,"II, III"
BOTICA U.M.F.,BOTICA,FRANCISCO GARCÍA SALINAS No. 123,CENTRO,98900,VILLA GARCÍA,ZACATECAS,32 052 10 0004,20/03/01,"II, III"
BOTICA CENTRO DE SALUD No. 1,BOTICA,HIDALGO S/N,CENTRO,98900,VILLA GARCÍA,ZACATECAS,32 052 10 0005,20/02/00,"II, III, VACUNAS, TOXOIDES"
FARMACIA JUNIOR II,FARMACIA,AV. CUAUHTÉMOC # 77,CENTRO,98840,VILLA GONZÁLEZ ORTEGA,ZACATECAS,32 053 09 0003,15/01/07,"II, III"
SÚPER FARMACIAS SANTA MARIA,FARMACIA,AV. GONZÁLEZ ORTEGA #12-B,CENTRO,98840,VILLA GONZÁLEZ ORTEGA,ZACATECAS,32 053 09 0004,08/10/19,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS Y ANTITOXINAS"
"BOTICA U.M.F. DEL IMSS NO. 047,VILLA GONZALEZ ORTEGA",BOTICA,CALLE  DEL SEGURO DEL SEGURO SOCIAL S/N,CENTRO,98870,VILLA GONZÁLEZ ORTEGA,ZACATECAS,32 053 10 0001,14/09/99,"II, III"
BOTICA CENTRO DE SALUD No. 1,BOTICA,DOMICILIO CONOCIDO,CENTRO,98840,VILLA GONZÁLEZ ORTEGA,ZACATECAS,32 053 10 0004,02/02/00,"II, III, VACUNAS, TOXOIDES"
BOTICA CENTRO DE SAN NICOLÁS,BOTICA,DOMICILIO CONOCIDO,CENTRO/BAJÍO DE SAN NICOLÁS,98810,VILLA GONZÁLEZ ORTEGA,ZACATECAS,32 053 10 0005,25/02/03,"II, III, VACUNAS, TOXOIDES, SUEROS"
BOTICA UMF ISSSTE,BOTICA,AV. LAS PALMAS #9,CENTRO/ESTANCIA DE ÁNIMAS,98000,VILLA GONZÁLEZ ORTEGA,ZACATECAS,32 053 10 0006,07/08/07,"II, III"
BOTICA UMF 320408 ISSSTE,BOTICA,ALAMEDA SIN NUMERO,CENTRO/ ESTANCIA DE ANIMAS,98000,VILLA GONZÁLEZ ORTEGA,ZACATECAS,32 053 10 0007,12/07/11,"II, III"
BOTICA CENTRO DE SALUD ESTANCIA DE ANIMAS,BOTICA,C. FRANCISCO VILLA #6,CENTRO/ESTANCIA DE ANIMAS,98870,VILLA GONZÁLEZ ORTEGA,ZACATECAS,32 053 10 0008,08/08/18,"I, II, VACUNAS Y TOXOIDES."
FARMACIA ZACATECAS,FARMACIA,MORELOS #36,CENTRO,98980,VILLA HIDALGO,ZACATECAS,32 054 09 0001,06/08/99,"II, III, TOXOIDES, SUEROS"
FARMACIA SANTA RITA,FARMACIA,NETZAHUALCOYOTL #26-B,CENTRO,98990,VILLA HIDALGO,ZACATECAS,32 054 09 0002,11/06/18,"II, III"
FARMACIA NUEVA,FARMACIA,INDEPENDENCIA #3,CENTRO,98980,VILLA HIDALGO,ZACATECAS,32 054 09 0003,14/09/99,"II, III"
FARMACIA SANTA ELENA,FARMACIA,NETZAHUALCOYOTL #21,CENTRO,98980,VILLA HIDALGO,ZACATECAS,32 054 09 0004,15/11/06,"II, III"
SUPER FARMACIAS SANTA MARÍA,FARMACIA,NETZAHUALCOYOTL #26,CENTRO,98980,VILLA HIDALGO,ZACATECAS,32 054 09 0005,08/10/19,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS Y ANTITOXINAS"
BOTICA U.M.F.,BOTICA,MORELOS #36,CENTRO,98980,VILLA HIDALGO,ZACATECAS,32 054 10 0001,19/01/00,"II, III"
BOTICA U.M.R. #63,BOTICA,DOMICILIO CONOCIDO,CENTRO/SAN AGUSTÍN,98980,VILLA HIDALGO,ZACATECAS,32 054 10 0002,14/09/99,"II, III"
BOTICA DE LA U.M.F. DEL IMSS NUM. 048 DE VILLA HIDALGO,BOTICA,PROLONGACIÓN MORELOS S/N,CENTRO,98980,VILLA HIDALGO,ZACATECAS,32 054 10 0003,14/09/99,"II, III"
BOTICA U.M.R. #87,BOTICA,DOMICILIO CONOCIDO,CENTRO/LA BALLENA,98980,VILLA HIDALGO,ZACATECAS,32 054 10 0004,14/09/99,"II, III"
BOTICA CENTRO DE SALUD No. 1,BOTICA,CALLEJÓN DEL BESO S/N,CENTRO,,VILLA HIDALGO,ZACATECAS,32 054 10 0005,02/02/00,"II, III"
BOTICA PAC ESI #2,BOTICA,DOMICILIO CONOCIDO,CENTRO/COL. JOSÉ MARÍA MORELOS,98980,VILLA HIDALGO,ZACATECAS,32 054 10 0006,19/04/00,"II, III"
BOTICA PAC ESI #1,BOTICA,DOMICILIO CONOCIDO,CENTRO/EL REFUGIO,98890,VILLA HIDALGO,ZACATECAS,32 054 10 0007,23/07/01,"II, III"
BOTICA ISSSTE,BOTICA,INDEPENDENCIA #3,S/C/ VILLA HIDALGO,98980,VILLA HIDALGO,ZACATECAS,32 054 10 0008,08/07/11,"II, III"
"BOTICA CENTRO DE SALUD No. 1, VILLA HIDALGO",BOTICA,PROLONGACIÓN MORELOS S/N,N/T/ VILLA HIDALGO,98980,VILLA HIDALGO,ZACATECAS,32 054 10 0009,18/02/13,"II, III TOXOIDES, VACUNAS, SUEROS , HEMODERIVADOS"
BOTICA CENTRO DE SALUD JOSE MA. MORELOS,BOTICA,AVENIDA MORELOS #19,LOC. JOSE MARIA MORELOS,98980,VILLA HIDALGO,ZACATECAS,32 054 10 0012,03/02/15,"II,  III, VACUNAS, SUEROS,  HEMODERIVADOS"
BOTICA CENTRO DE SALUD EL REFUGIO,BOTICA,CALLE DEPORTIVA #2,LOC. EL REFUGIO,98870,VILLA HIDALGO,ZACATECAS,32 054 10 0013,05/02/15,"II,  III, VACUNAS, SUEROS,  HEMODERIVADOS"
FARMACIA DE DIOS,FARMACIA,5 DE MAYO # 101,CENTRO,99260,CHALCHIHUITES,ZACATECAS,32 009 09 0001,12/08/99,"II,  III, VACUNAS, SUEROS"
FARMACIA REX,FARMACIA,5 DE MAYO # 502-B,CENTRO,99260,CHALCHIHUITES,ZACATECAS,32 009 09 0002,12/08/99,"II y III, VACUNAS, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
FARMACIA NUEVA,FARMACIA,HIDALGO # 21,CENTRO/JOSÉ MA. MORELOS,99260,CHALCHIHUITES,ZACATECAS,32 009 09 0003,17/08/99,"II y III, VACUNAS, SUEROS"
FARMACIA DE JESUS,FARMACIA,ZARAGOZA # 199,CENTRO,99260,CHALCHIHUITES,ZACATECAS,32 009 09 0006,18/05/18,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.F. #17 DEL I.M.S.S.,BOTICA,DOMICILIO CONOCIDO,CENTRO/LA COLORADA,99260,CHALCHIHUITES,ZACATECAS,32 009 10 0001,18/08/99,"I, II y III, VACUNAS, SUEROS,"
BOTICA I.M.S.S. #16,BOTICA,HIDALGO Y MORELOS S/N,CENTRO/CHALCHIHUITES,99260,CHALCHIHUITES,ZACATECAS,32 009 10 0002,18/08/99,"II, III, VACUNAS, SUEROS"
BOTICA U.M.R. JOSE MA. MORELOS,BOTICA,AV. HIDALGO S/N,CENTRO/JOSÉ MA. MORELOS,99000,CHALCHIHUITES,ZACATECAS,32 009 10 0003,19/08/99,"II,III,VACUNAS,SUEROS, ANTITOXINAS TOXOIDES Y HEMODERIVADOS"
"BOTICA CENTRO DE SALUD ""C"" CHALCHIHUITES",BOTICA,DOMICILIO CONOCIDO,CENTRO,99100,CHALCHIHUITES,ZACATECAS,32 009 10 0004,09/12/99,"II, III, VACUNAS, SUEROS"
BOTICA U.M.F. 320506,BOTICA,ALDAMA #101,CENTRO,92600,CHALCHIHUITES,ZACATECAS,32 009 10 0005,10/01/00,"II, III, SUEROS"
BOTICA U.M.R. GUALTERIO,BOTICA,CALLE FRESNO #25,CENTRO/GUALTERIO,99100,CHALCHIHUITES,ZACATECAS,32 009 10 0006,19/08/99,"II,III,VACUNAS,SUEROS, ANTITOXINAS TOXOIDES Y HEMODERIVADOS"
FARMACIA MIGUEL HIDALGO,FARMACIA,20 DE NOVIEMBRE #337,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0001,12/08/99,"I, II,  III, VACUNAS,  SUEROS,  ANTITOXINAS, HEMODERIVADOS"
FARMACIA DEL FRESNO,FARMACIA,PLATEROS #267,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0002,12/08/99,"II,III,VACUNAS,SUEROS,ANTITOXINAS,HEMODERIVADOS"
FARMACIA DE DIOS DE ZACATECAS,FARMACIA,BELIZARIO DOMÍNGUEZ # 205,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0004,12/08/99,"II, III, VACUNAS, HEMODERIVADOS"
FARMACIAS BENAVIDES S.A. DE C.V.,FARMACIA,REFORMA # 405,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0005,12/08/99,"II y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
"MÉDICA NORTE UNIDAD DE GASTROCIRUGÍA, S.A. DE C.V.",FARMACIA,PASEO DEL MINERAL # 814,LAS FLORES,99050,FRESNILLO,ZACATECAS,32 010 09 0007,12/08/99,"I, II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AV. JUÁREZ # 510,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0008,12/08/99,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,REFORMA # 11,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0009,12/08/99,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA LA NACIONAL,FARMACIA,CADENA # 4 ESQ. AV. HIDALGO,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0010,12/08/99,"II, III, VACUNAS, SUEROS, HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,MORELOS # 24,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0012,12/08/99,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA SAN VICENTE,FARMACIA,JUAN DE TOLOSA # 116,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0013,12/08/99,"I, II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,MORELOS # 8 NTE.,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0014,06/08/19,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMCACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AV. HIDALGO # 101,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0015,12/08/99,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA DEL BARRENO,FARMACIA,AV. HIDALGO # 210,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0016,12/08/99,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA ISSSTEZAC # 9,FARMACIA,CARR.FLLO.-VALPARAISO KM. 3.5 INT. HGF.,NT/FRESNILLO,99085,FRESNILLO,ZACATECAS,32 010 09 0023,08/08/01,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA ISSSTEZAC # 8,FARMACIA,SONORA S/N,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0024,12/08/99,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA MAYA,FARMACIA,LÓPEZ MATEOS #12,CENTRO/SAN JERÓNIMO,99199,FRESNILLO,ZACATECAS,32 010 09 0025,20/04/01,"II, III, VACUNAS"
FARMACIA SAN JUDAS TADEO,FARMACIA,NOGALES #206-A,ARBOLEDAS,99059,FRESNILLO,ZACATECAS,32 010 09 0026,17/08/99,"II, III"
FARMACIA JUAN DE TOLOSA,FARMACIA,SUAVE PATRIA #104,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0027,17/08/99,"I, II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SORIANA,FARMACIA,AV. PLATEROS #429,BARRIO ALTO,99070,FRESNILLO,ZACATECAS,32 010 09 0028,17/08/99,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA BÁEZ,FARMACIA,JUAN DE TOLOSA ESQ. DE LA LUZ S/N,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0029,17/08/99,"II, III, VACUNAS, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA SAN JOSÉ,FARMACIA,VICENTE GUERRERO No. 66,CENTRO/ESTACIÓN SAN JOSÉ,99150,FRESNILLO,ZACATECAS,32 010 09 0034,11/12/00,"II, III, VACUNAS, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA REAL DE MINAS,FARMACIA,CARRETERA PANAMERICANA KM. 724.6,CENTRO,99033,FRESNILLO,ZACATECAS,32 010 09 0035,12/08/99,"I, II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIAS AHUACATLAN,FARMACIA,C. ROSAS MORENO #1-D,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0040,30/01/02,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS,  HEMODERIVADOS"
FARMACIA BODEGA AURRERA,FARMACIA,AV. PLATEROS #417,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0041,26/10/09,"II, III, VACUNAS, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA DEL BARRENO S.A. DE C.V.,FARMACIA,ENRIQUE ESTRADA #301,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0044,17/03/05,"VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA LAS AMÉRICAS,FARMACIA,BELICE #17,LAS AMERICAS,99000,FRESNILLO,ZACATECAS,32 010 09 0048,06/08/08,"VACUNAS, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIA CHEDRAUI,FARMACIA,CARR. A DURANGO SIN NUMERO,TECNOLÓGICA,99020,FRESNILLO,ZACATECAS,32 010 09 0049,10/08/17,"II y III, VACUNAS, SUEROS,ANTITOXINAS,HEMODERIVADOS, TOXOIDES"
FARMACIA DEL TEPEYAC,FARMACIA,2 DE ABRIL # 12-A,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0050,10/08/17,"II, III, VACUNAS, SUEROS, ANTITOXINAS, HEMODERIVADOS"
FARMACIAS BENAVIDES,FARMACIA,AV. JUAREZ # 312,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0051,10/08/17,"II y III, VACUNAS, SUEROS,ANTITOXINAS,HEMODERIVADOS, TOXOIDES"
FARMACIA SAMS CLUB FRESNILLO,FARMACIA,BOULEVARD JESUS VARELA-CARRETERA PANAMERICANA # 201,LAS AMERICAS,99030,FRESNILLO,ZACATECAS,32 010 09 0052,10/08/17,"II y III, VACUNAS, SUEROS,ANTITOXINAS,HEMODERIVADOS, TOXOIDES"
FARMACIA HOMBRES ILUSTRES,FARMACIA,FRANCISCO JAVIER MINA #105,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0053,19/09/13,"II, III, VACUNAS, ANTITOXINAS"
FARMACIA BENITO JUAREZ,FARMACIA,MARGARITA MAZA DE JUAREZ # 229-A,BENITO JUÁREZ,99020,FRESNILLO,ZACATECAS,32 010 09 0055,24/09/13,"II,III,TOXOIDES,HEMODERIVADOS, SUEROS"
FARMACIA SAN ANGEL,FARMACIA,EBANO Y EMILIANO ZAPATA S/N,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 09 0056,24/06/14,II Y III
FARMACIA BODEGA AURRERA ENRIQUE ESTRADA,FARMACIA,REPUBLICA DE HONDURAS #1,LAS AMERICAS,99030,FRESNILLO,ZACATECAS,32 010 09 0057,11/01/16,"II Y III, HEMODERIVADOS, TOXOIDES, SUEROS ,ANTITOXINAS, VACUNAS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,AVENIDA ENRIQUE ESTRADA #1222,LA FORTUNA,99080,FRESNILLO,ZACATECAS,32 010 09 0058,22/01/16,"II Y III, HEMODERIVADOS, TOXOIDES, SUEROS ,ANTITOXINAS, VACUNAS"
BOTICA I.M.S.S. #55,BOTICA,SIGLO XXI S/N,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 10 0001,12/08/99,"II Y III, HEMODERIVADOS, TOXOIDES, SUEROS ,ANTITOXINAS, VACUNAS"
BOTICA H.G.Z. No. 2  I.M.S.S.,BOTICA,AV. HIDALGO #414,CENTRO,99000,FRESNILLO,ZACATECAS,32 010 10 0002,18/08/99,"I, II, TOXOIDES, SUEROS  ANTITOXINAS, HEMODERIVADOS"
BOTICA U.M.R. SAN JOSE DE LOURDES,BOTICA,AV. ESTUDIANTE S/N,CENTRO/SAN JOSÉ DE LOURDES,99000,FRESNILLO,ZACATECAS,32 010 10 0003,18/08/99,"II, III,  VACUNAS, SUEROS"
BOTICA U.M.R. PLENITUD,BOTICA,MIGUEL HIDALGO #1,CENTRO/COL. PLENITUD,99000,FRESNILLO,ZACATECAS,32 010 10 0004,19/08/99,"I,II,  VACUNAS, TOXOIDES,SUEROS ANTITOXINAS,HEMODERIVADOS"
BOTICA U.M.R. SAN CRISTOBAL,BOTICA,DOMICILIO CONOCIDO,CENTRO/SAN CRISTÓBAL,99000,FRESNILLO,ZACATECAS,32 010 10 0005,19/08/99,"II, III,  VACUNAS, SUEROS"
BOTICA U.M.R. SAN ISIDRO DE LOS CABRALES,BOTICA,BENITO JUAREZ #10,CENTRO/SAN ISIDRO,99000,FRESNILLO,ZACATECAS,32 010 10 0006,19/08/99,"II, III,  VACUNAS, SUEROS"
BOTICA U.M.R. 6 DE ENERO,BOTICA,REPUBLICA DEL SOL  S/N,CENTRO/6 DE ENERO,99000,FRESNILLO,ZACATECAS,32 010 10 0007,19/08/99,"II, III,  VACUNAS, SUEROS"
BOTICA U.M.R. URITE,BOTICA,DOMICILIO CONOCIDO,CENTRO/URITE,99000,FRESNILLO,ZACATECAS,32 010 10 0008,19/08/99,"II, III,  VACUNAS, SUEROS"
BOTICA IMSS SOLIDARIDAD,BOTICA,DOMICILIO CONOCIDO,CENTRO/EL TRIUNFO,99000,FRESNILLO,ZACATECAS,32 010 10 0009,19/08/99,"II,III, VACUNAS,SUEROS"
BOTICA U.M.R. MONTE MARIANA,BOTICA,DOMICILIO CONOCIDO,CENTRO/MONTE MARIANA,99000,FRESNILLO,ZACATECAS,32 010 10 0010,19/08/99,"II,III, VACUNAS, TOXOIDE, HEMODERIVADOS, SUEROS, ANTOTOXINAS"
BOTICA U.M.R. VICENTE GUERRERO,BOTICA,DE LOS BARRIOS S/N,CENTRO/VICENTE GUERRERO,99200,FRESNILLO,ZACATECAS,32 010 10 0011,19/08/99,"II, III,  VACUNAS, SUEROS"
BOTICA U.M.R. CHICHIMEQUILLAS,BOTICA,DOMICILIO CONOCIDO,CENTRO/CHICHIMEQUILLAS,99159,FRESNILLO,ZACATECAS,32 010 10 0012,10/09/99,"I, II, III, VACUNAS, SUEROS"
BOTICA U.M.R. PARDILLO III,BOTICA,LIC. BENITO JUÁREZ S/N,CENTRO/EL PARDILLO  III,99000,FRESNILLO,ZACATECAS,32 010 10 0013,10/09/99,"I, II, III,  VACUNAS, SUEROS"
BOTICA U.M.R. RAFAEL YAÑEZ SOSA,BOTICA,AV. LÓPEZ MATEOS ESQ. FCO. VILLA S/N,CENTRO/RAFAEL YAÑEZ SOSA,99180,FRESNILLO,ZACATECAS,32 010 10 0014,10/09/99,"I, II, III,  VACUNAS, SUEROS"
BOTICA I.S.S.S.T.E. CLÍNICA HOSPITAL #24,BOTICA,CARRETERA PANAMERICANA KM. 724.6,TECNOLÓGICA,99000,FRESNILLO,ZACATECAS,32 010 10 0015,10/09/99,"I, II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS ,HEMODERIVADOS"
"BOTICA DEL HOSPITAL GRAL. DE FRESNILLO, JOSE HARO AVILA",BOTICA,CARR. FRESNILLO-VALPARAISO KM 3.5,CENTRO,99085,FRESNILLO,ZACATECAS,32 010 10 0016,06/12/05,"I, II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS ,HEMODERIVADOS"
BOTICA CENTRO DE SALUD DE TRUJILLO,BOTICA,DOMICILIO CONOCIDO,LOCALIDAD TRUJILLO,99199,FRESNILLO,ZACATECAS,32 010 10 0017,18/05/18,"II, VACUNAS, TOXOIDES, HEMODERIVADOS, SUEROS Y ANTITOXINAS"
"BOTICA C. DE SALUD ""C"" RANCHO GRANDE",BOTICA,DOMICILIO CONOCIDO,CENTRO/RANCHO GRANDE,99000,FRESNILLO,ZACATECAS,32 010 10 0018,09/12/99,"II, III, VACUNAS, SUEROS"
