BODEGA AURRERA SUCURSAL SATELITE,FARMACIA,AV. DE LA LUZ # 401,SATELITE,76110,QUERÉTARO,QUERÉTARO,22014100172,14/11/2002,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICA MEDICO MILITAR,FARMACIA,PASO DE  GUZMAN No.37,PASO DE LOS GUZMAN,76800,SAN JUAN  DEL RIO,QUERÉTARO,22016090179,13-dic-02,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICA MEDICA SAN JUAN S.A. DE C.V.,BOTICA,GUILLERMO PRIETO·6,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,22016090179,13/12/2002,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
TIENDAS SORIANA S.A. DE C.V.,FARMACIA,"CARR. A HUIMILPAN # 1001,",PLAZAS DEL SOL,76099,QUERÉTARO,QUERÉTARO,22014100186,20/01/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BODEGA AURRERA PIE DE LA CUESTA,FARMACIA,AV. PIE DE LA CUESTA # 1486,CENTRO NTE.,76148,QUERÉTARO,QUERÉTARO,22014100189,17/02/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CRUZ ROJA DELEGACIÓN S.J.R.,BOTICA,"GRAL. FRANCISCO VILLA S/N 
ESQ. AV. CENTRAL",SAN JUAN BOSCO,76807,SAN JUAN  DEL RIO,QUERÉTARO,2216100321,16/03/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"CLINICA MEDICA SAN FRANCISCO, S.A. DE C.V.",BOTICA,"JUAN CABALLERO Y OSIO # 397,",EL CORTIJO,76020,QUERÉTARO,QUERÉTARO,22014090192,04/04/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
ALICIA,FARMACIA,"GALEANA ESQ. NICOLAS BRAVO 
5",CENTRO,76340,JALPAN,QUERÉTARO,22014090196,16/04/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA GUADALUPANA,DROGUERIA,AV. JUAREZ No. 113 NORTE,CENTRO,76000,QUERÉTARO,QUERÉTARO,2214110041,16/04/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL, FORMULAS 
MAGISTRALES Y OFICINALES"
SANATORIO GUADALUPE,BOTICA,PUENTE ALVARADO 403,CARRETAS,76050,QUERÉTARO,QUERÉTARO,22014090196,16/04/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICA MEDICA DE LA MUJER,BOTICA,"MOISES SOLANA 751 COL. VISTA 
ALEGRE, QRO.",VISTA ALEGRE,76074,QUERÉTARO,QUERÉTARO,22014090197,22/04/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FLORES Y REGALOS ANGELES, S.A. DE C.V.",FARMACIA,BERNARDINO DEL RAZO 21,ENSUEÑO,76178,QUERÉTARO,QUERÉTARO,22014100197,28/04/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
LA PIEDAD,FARMACIA,"CAMINO A JESUS MARIA S/N, 
CARRETERA LA GRIEGA KM 0.5 
LA PIEDAD",LA PIEDAD,76240,EL MARQUES,QUERÉTARO,22014090202,24/05/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
TIENDAS SORIANA S.A. DE C.V.,FARMACIA,AV. RIO MOCTEZUMA No. 268,SAN CAYETANO,76806,SAN JUAN  DEL RIO,QUERÉTARO,22014100201,28/05/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
COMEFAR,FARMACIA,CALLE 2 No. 129 NAVE 15,PARQUE INDUSTRIAL JURICA,76100,QUERÉTARO,QUERÉTARO,22014100204,04/06/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICA CLINICA QUERETARO,BOTICA,20 DE NOVIEMBRE 328,SAN FRANCISQUITO,76020,QUERÉTARO,QUERÉTARO,22014090210,26/06/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA CLINICA QUERETARO,FARMACIA,20 DE NOVIEMBRE SUR 328,SAN FRANCISQUITO,76020,QUERÉTARO,QUERÉTARO,22014100209,02/07/2019,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNION,FARMACIA,JIMÉNEZ No. 125-A,LINDAVISTA,76168,QUERÉTARO,QUERÉTARO,22014100220,15/09/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. PIE DE LA CUESTA # 2301,LOMAS DE SAN PEDRITO PEÑUELAS,76140,QUERÉTARO,QUERÉTARO,22014100223,30/09/2003,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
HOSPITAL DE ESPECIALIDADES DEL  NIÑO Y LA MJER,BOTICA,LUIS VEGA Y MONROY 1000,COLINAS DEL CIMATARIO,76090,QUERÉTARO,QUERÉTARO,22014090224,01/10/2003,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,RIO MOCTEZUMA No. 118,SAN CAYETANO,76806,SAN JUAN  DEL RIO,QUERÉTARO,22016100227,10/10/2003,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
TIENDAS COMERCIAL MEXICANA,FARMACIA,ZARAGOZA 150 PTE,CENTRO,76000,QUERÉTARO,QUERÉTARO,22 014 100 226,10/10/2003,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
HEMDERIVADOS"
CONTROL MEDICO Y ASOCIADOS S.C.,BOTICA,CALANDRIAS No 20-D,DILIGENCIAS,76020,QUERÉTARO,QUERÉTARO,22014090229,04/11/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. PROL. CORREGIDORA NTE. 
No. 372",LAS HADAS,76160,QUERÉTARO,QUERÉTARO,22 014 010236,15/12/2003,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
SUPERAMA,FARMACIA,AV. 5 DE FEBRERO No. 9222,AMPLIACIÓN JURICA,76100,QUERÉTARO,QUERÉTARO,22014100235,15/12/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"TIENDAS SORIANA, S.A. DE C.V.",FARMACIA,"EPIGMENIO GONZALEZ No. 25, 
PLAZA DEL PARQUE",PARQUE INDUSTRIAL,76169,QUERÉTARO,QUERÉTARO,22014100238,18/12/2003,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
HEMDERIVADOS"
UNIDAD DE MEDICINA FAMILIAR N° 13,BOTICA,"AV. 5 DE FEBRERO ESQ. 
ZARAGOZA S/N",CENTRO,76000,QUERÉTARO,QUERÉTARO,22014100068,18/12/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,FARMACIA,"LUIS VEGA Y MONROY 1300 COL. 
PLAZAS DEL SOL",PLAZAS DEL SOL,76099,QUERÉTARO,QUERÉTARO,22014100240,19/12/2003,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
SANATORIO  DR. HERRERA,BOTICA,CIRC. MOISES SOLANA No. 139,BALAUSTRADAS,76079,QUERÉTARO,QUERÉTARO,2214090249,28/01/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"GRUPO RETO QUERTARO, I.A.P.",BOTICA,FRANCISCO KINO 66,CIMATARIO,76030,QUERÉTARO,QUERÉTARO,2214090251,03/02/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"BLVD. BERNARDO QUINTANA 
ARRIOJA N° 118",CARRETAS,76050,QUERÉTARO,QUERÉTARO,22014100199,2009,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
SANATORIO SANTA EMILIA  CHAVARIN,BOTICA,AV. CUAUHTEMOC No. 45,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,2216090245,04/02/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
SANATORIO SANTIAGO DE QUERETARO,BOTICA,AV. HIDALGO No. 103,CENTRO,76000,QUERÉTARO,QUERÉTARO,2214090252,10/02/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
SANATORIO DEL ANGEL,FARMACIA,H. COLEGIO MILITAR # 29,EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,2206100260,16/03/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. COLINAS DEL CIMATARIO 
No. 20",COLINAS DEL CIMATARIO,76090,QUERÉTARO,QUERÉTARO,2214100261,17/03/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
EN LINEA FARMACIA,FARMACIA,"PROL. FERNANDO DE TAPIA No. 
74",EL RIEL,76807,SAN JUAN  DEL RIO,QUERÉTARO,2216100265,13/04/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICA DE CENTRO MÉDICO CORREGIDORA,BOTICA,AV. JUÁREZ No. 37 PTE,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,2216090266,14/04/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"BOTICA DEL SANATORIO QUERETARO, S.A. DE C.V.",BOTICA,CALLE 11 No. 311,LOMAS DE CASA BLANCA,76080,QUERÉTARO,QUERÉTARO,2214090267,19/04/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLÍNICA HOSPITAL DR. ISMAEL VAZQUEZ ORTIZ.,BOTICA,AV. TECNOLÓGICO N° 101,CENTRO,76000,QUERÉTARO,QUERÉTARO,22 14 090274,26/04/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICA,BOTICA,CALLE EZEQUIEL  MONTES S/N,CENTRO,76500,CADEREYTA,QUERÉTARO,2204090276,29/04/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICA DE MEDICINA FAMILIAR ISSSTE QUERETARO,BOTICA,JUSTO SIERRA S/N,CENTRO,76000,QUERÉTARO,QUERÉTARO,2214090280,05/05/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS ESPECIALIZADAS SUCURSAL QUERÉTARO,FARMACIA,AV. IGNACIO ZARAGOZA PTE 340,NIÑOS HEROES,76010,QUERÉTARO,QUERÉTARO,22141000281,07/05/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA CLINICA MEDICA DEL VALLE,FARMACIA,"AV. CONSTITUYENTES No. 220 
PTE",EL JACAL,76187,QUERÉTARO,QUERÉTARO,2214090287,13/07/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
UNIDAD MÉDICA SAGRADO CORAZÓN,BOTICA,CONOCIDO,DONICA,76850,AMEALCO,QUERÉTARO,2201090288,14/07/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. PROL. CORREGIDORA SUR 
201",BALAUSTRADAS,76079,QUERÉTARO,QUERÉTARO,2214100292,03/08/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA PEDRAZA,FARMACIA,COAHUILA 58,OBRERA,76130,QUERÉTARO,QUERÉTARO,2214100293,06/08/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,PROL. CORREGIDORA NTE 1204,ARBOLEDAS DEL PARQUE,76140,QUERÉTARO,QUERÉTARO,2214100291,11/08/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA SIGLO XX,FARMACIA,AVENIDA 8 No. 903,LOMAS DE CASA BLANCA,76080,QUERÉTARO,QUERÉTARO,22 14100297,23/08/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLINICA GINECOLOGICA Y MEDICINA REPRODUCTIVA,FARMACIA,"BLVD. BERNARDO QUINTANAN 
No. 305 SUR",CENTRO SUR,76090,QUERÉTARO,QUERÉTARO,2214090370,31/08/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,BLVD. DE LAS AMERICAS 12,REFORMA AGRARIA,76086,QUERÉTARO,QUERÉTARO,2214100301,07/09/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"BOTICA GRUPO MEDICO CORREGIDORA (TORRES MOLINA JUAN 
CARLOS)",BOTICA,JOSEFA O. DE DOMINGUEZ 102,EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,2206100323,24/11/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,PASEO AMSTERDAM 182,RESIDENCIAL AMSTERDAM,76903,CORREGIDORA,QUERÉTARO,2206100324,06/12/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,CHABACANO No. 154,EL ROBLE,76903,CORREGIDORA,QUERÉTARO,2206100325,15/12/2004,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA VISTHA,FARMACIA,"AV. BENITO JUAREZ # 11, 
CENTRO,",VISTHA,76800,SAN JUAN  DEL RIO,QUERÉTARO,2216010328,16/12/2004,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,CAMINO REAL  495,CAMINO REAL,76903,CORREGIDORA,QUERÉTARO,2205100335,18/03/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA FRAY JUNIPERO,FARMACIA,"JIMENEZ S/N,  ENTRE AV. 
HEROICO COLEGIO MILITAR Y 
ALCANTARILLAS",CENTRO,76340,JALPAN,QUERÉTARO,2205080339,15/04/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
INTERNA DEL CONS.MEDICO BARIAT.,FARMACIA,CIRCUITO DEL MESON 105,EL PRADO,76039,QUERÉTARO,QUERÉTARO,1400103921,24/05/2005,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
COSTCO DE MEXICO S.A. DE C.V.,FARMACIA,"BLVD.BERNARDO 
QUINTANANo.4107 PLAZA DEL 
PARQUE",PLAZA DEL PARQUE,76148,QUERÉTARO,QUERÉTARO,2214100314,08/06/2005,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA GUADALUPANA,DROGUERIA,BLVD.CENTRO SUR No. 82,COLINAS DEL CIMATARIO,76090,QUERÉTARO,QUERÉTARO,2214100314,08/06/2005,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL, FORMULAS 
MAGISTRALES Y OFICINALES"
HOSPITAL GENERAL,BOTICA,AV. 5 DE FEB. No. 101,VIRREYES,76175,QUERÉTARO,QUERÉTARO,22014100048,09/06/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA,FARMACIA,PASEO DE REFORMA No. 38,LOMAS DEL MARQUES,76146,QUERÉTARO,QUERÉTARO,22 014 090 194.,23/06/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA SANBORNS,FARMACIA,"AV. 5 DE FEBRERO 99 
SUBANCLA 1",VIRREYES,76175,QUERÉTARO,QUERÉTARO,22014100208,27/06/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"A& K MEDICAL, S.A. DE C.V.",BOTICA,POTRERO NO. 103,EL PRADO,76039,QUERÉTARO,QUERÉTARO,22014010049,30/06/2005,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"SANATORIO ALCOCER POZO, S.A. DE C.V.",BOTICA,REFORMA No.23,CENTRO,76000,QUERÉTARO,QUERÉTARO,22 014 10 0073,02/07/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BODEGA AURRERA LAS AMERICAS,FARMACIA,BLVD. LAS AMERICAS 115,COLINAS DEL SUR,76190,QUERÉTARO,QUERÉTARO,22014010053,22/08/2005,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"COMERCIALIZADORA MEDICO ESTETICA DIAMANTE, S.A. DE C.V.",FARMACIA,SIERRA TARAHUMARA #32-A,LOMAS DE SAN JUAN,76806,SAN JUAN  DEL RIO,QUERÉTARO,22016100275,07/10/2005,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV.PLAYA PIE DE LA CUESTA 
817",SAN PABLO,76130,QUERÉTARO,QUERÉTARO,1400103925,07/10/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA DERMATOLOGICA S.A. DE C.V.,DROGUERIA,CIRCUITO JARDIN 17-B,ALAMOS 3RA. SECC,76160,QUERÉTARO,QUERÉTARO,22014030056,17/10/2005,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL, FORMULAS 
MAGISTRALES Y OFICINALES"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,PROL. PINO SUAREZ 437,GALINDAS,76177,QUERÉTARO,QUERÉTARO,22 014 010057,20/10/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,CALZ. BELEN No.246,JARDINES DE SANTIAGO,76148,QUERÉTARO,QUERÉTARO,22014010059,22/11/2005,"ESTUPEFACIENTES, PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
SUPERAMA CORREGIDORA,FARMACIA,CARR. CELAYA-QRO No. 18-A,RESIDENCIAL TEJEDA,76904,CORREGIDORA,QUERÉTARO,22005010064,28/12/2005,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
CLÍNICA GUADALUPANA,BOTICA,FCO. VILLA No.75,SAN JUAN BOSCO,76807,SAN JUAN  DEL RIO,QUERÉTARO,22016010066,16/01/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA MONTENEGRO,FARMACIA,HIDALGO 1,"MONTENEGRO, SANTA ROSA JAUREGUI",76220,QUERÉTARO,QUERÉTARO,22014100283,18/01/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICA INTERNA DE CONSULTORIO DE BARIATRIA,BOTICA,ESPIRITU SANTO 420,CARRETAS,76050,QUERÉTARO,QUERÉTARO,22014100284,20/01/2006,"PSICOTRÓPICOS HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTITOXINAS, SUEROS DE ORIGEN ANIMAL"
