ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE SOLA DE VEGA",FARMACIA,"CARRETERA A PUERTO 
ESCONDIDO S/N INT. 1-A",CENTRO,71410,VILLA SOLA DE VEGA,OAXACA,2068010946,12-sep.-18,"CON VENTA DE ESTUPEFACIENTES GUPO I , PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE TEOTITLAN DE FLORES 
MAGON",FARMACIA,COLON S/N INT. 1-A,BARRIO LA  GUADALUPE,68540,TEOTITLAN DE FLORES MAGON,OAXACA,2068010947,12-sep.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE SANTO DOMINGO 
TEOJOMULCO",FARMACIA,"CARRETERA A ZENZONTEPEC 
KILOMETRO 48-A S/N INT. 1-A",SANTO DOMINGO TEOJOMULCO,71380,SANTO DOMINGO TEOJOMULCO,OAXACA,2068010948,12-sep.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE SAN JACINTO TLACOTEPEC",FARMACIA,"CARRETERA AL CUAJINICUIL S/N 
INT. 1-A",SAN JACINTO TLACOTEPEC,71390,SAN JACINTO TLACOTEPEC,OAXACA,2068010949,12-sep.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL GENERAL ""DR. ALBERTO VARGAS MERINO"" DE SAN JUAN 
BAUTISTA CUICATLAN",FARMACIA,ZARAGOZA S/N INT. 1-A,BARRIO LA GARITA,68600,SAN JUAN BAUTISTA CUICATLAN,OAXACA,2068010950,12-sep.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I,PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE TAMAZULAPAM DEL ESPIRITU 
SANTO",FARMACIA,"CARRETERA A ZACATEPEC MIXE 
Km. 61.5 S/N INT. 1-A",TAMAZULAPAM DEL ESPIRITU SANTO,71280,"TAMAZULAPAM DEL ESPIRITU 
SANTO",OAXACA,2068010951,12-sep.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPO II 
Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE SANTOS REYES NOPALA",FARMACIA,"CARRETERA NOPALA  PUERTO 
ESCONDIDO S/N 1-A",SANTA CRUZ,71964,SANTOS REYES NOPALA,OAXACA,2068010952,28-sep.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL GENERAL DE PUERTO ESCONDIDO",FARMACIA,AV. RAUL GONZALEZ S/N INT. 1-A,JARDINES,71980,PUERTO ESCONDIDO,OAXACA,2068010953,28-sep.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR(INTERIOR) 
HOSPITAL GENERAL DE SAN PEDRO POCHUTLA",FARMACIA,"BOULEVARD PROGESOR 
ALBERTO GALLARDO BLANCO KM 
1.5-A  S/N INT. 1-A",CHAPINGO,70900,SAN PEDRO POCHUTLA,OAXACA,2068010954,28-sep.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
HOSPITAL CARDIOLOGICO DEL SURESTE S.C.,FARMACIA,"SEGUNDA PRIVADA DE EMILIO 
CARRANZA No. 112",REFORMA,68050,OAXACA  DE JUAREZ,OAXACA,2068010955,04-oct.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V./FARMACIA 
BODEGA AURRERA OAXACA AEROPUERTO",FARMACIA,"BOULEVARD SIMBOLOS PATRIOS 
No. 825",INFONAVIT,71260,SAN AGUSTIN DE LAS JUNTAS,OAXACA,2068010956,04-oct.-18,"CON VENTA DE PSICOTROPICOS GRUPOS II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
"CONSORCIO DE COMERCIALIZACION Y SERVICIOS OCHO 
REGIONES S.A. DE C.V./FARMACIA DEL AHORRO",FARMACIA,5 DE MAYO No. 5,LABORIO,70760,"SANTO DOMINGO 
TEHUANTEPEC",OAXACA,2068010957,22-oct.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
MANOS DE ESPERANZA A.C./FARMACIA DE AYUDA BETESDA,FARMACIA,LAS ROSAS No. 105,REFORMA,68050,OAXACA DE JUAREZ,OAXACA,2068010958,22-oct.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
MARIA DEL ROCIO BAUTISTA REYES/FARMACIA FARMAPRONTO,FARMACIA,"AV.MANUEL AVILA CAMACHO No. 
55",CENTRO,70600,SALINA CRUZ,OAXACA,2068010959,09-nov.-18,"CON VENTA DE PSICOTROPICOS GRUPOS II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE SANTA CATARINA JUQUILA",FARMACIA,"CARRET.A RIO GRANDE KM 1-A 
S/N INTERIOR 1-A",BARRIO GRANDE,71900,SANTA CATARINA JUQUILA,OAXACA,2068010960,16-nov.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DIRUS S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE RIO GRANDE",FARMACIA,"CARRET. COSTERA DEL 
PACIFICO KM 94","RIO GRANDE-PUERTO ESCONDICO S/N 
INTERIOR 1-A",71830,"VILLA DE TUTUTEPEC DE 
MELCHOR OCAMPO",OAXACA,2068010961,16-nov.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE SANTO DOMINGO 
TEHUANTEPEC",FARMACIA,"AV. UNIVERSIDAD S/N INTERIOR 
1-A",BARRIO SANTA CRUZ TAGOLABA,70760,SNTO DOMINGO TEHUANTEPEC,OAXACA,2068010962,16-nov.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
ESMERALDA CRUZ LOPEZ/FARMACIA SD,FARMACIA,"AV. HEROICO COLEGIO MILITAR 
No. 220-A",REFORMA,68050,OAXACA DE JUAREZ,OAXACA,2068010964,29-nov.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, Y BIOLOGICOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO SAN PEDRO HUAMELULA",FARMACIA,"CARRETERA A HUAMELULA KM. 1 
INTERIOR 1-A",SAN PEDRO HUAMELULA,70770,SAN PEDRO HUAMELULA,OAXACA,2068010965,07-dic.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"INSTITUTO MEXICANO DEL SEGURO SOCIAL/FARMACIA DEL 
HOSPITAL DE ZONA NUMERO 3",FARMACIA,"BOULEVAR BENITO JUAREZ No. 
141",EL CASTILLO,68360,SAN JUAN BAUTISTA TUXTEPEC,OAXACA,2068010966,14-dic.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL BASICO COMUNITARIO DE SAN PEDRO TAPANATEPEC",FARMACIA,"CARRETERA PANAMERICANA KM. 
925-A INTERIOR 1-A",BARRIO LAS HORMIGAS,70180,SAN PEDRO TAPANATEPEC,OAXACA,2068010967,17-dic.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL GENERAL DE MARIA LOMBARDO DE CASO",FARMACIA,"CALLE CINCO SEÑORES S/N 
INTERIOR 1-A",CENTRO,70215,"MARIA LOMBARDO DE CASO, 
SAN JUAN COTZOCON MIXE",OAXACA,2068010968,17-dic.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL GENERAL ""DR. AURELIO VALDIVIESO""",FARMACIA,"CALZADA PORFIRIO DIAZ No: 400 
INTERIOR 1-A",REFORMA,68050,OAXACA DE JUAREZ,OAXACA,2068010969,17-dic.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO 1, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS S.A.P.I. DE 
C.V./FARMACIAS DEL AHORRO",FARMACIA,"AVENIDA INDEPENDENCIA No. 
567",CENTRO,68300,SAN JUAN BAUTISTA TUXTEPEC,OAXACA,2068010970,19-dic.-18,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"COMERCIALIZADOA FARMACEUTICA DE CHIAPAS S.A.P.I. DE 
C.V./FARMACIAS DEL AHORRO",FARMACIA,AVENIDA MATAMOROS No. 87,CENTRO,68300,SAN JUAN BAUTISTA TUXTEPEC,OAXACA,2068010971,19-dic.-18,"CON VENTA DE PSICOTROPICOS GRUPOS II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS S.A.P.I. DE 
C.V./FARMACIAS DEL AHORRO",FARMACIA,"BOULEVARD MANUEL AVILA 
CAMACHO No. 14",LAZARO CARDENAS,68313,SAN JUAN BAUTISTA TUXTEPEC,OAXACA,2068010972,19-dic.-18,"CON VENTA DE PSICOTROPICOS GRUPOS II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
2019,,,,,,,,,
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE 
C.V./FARMACIA DEL AHORRO SUCURSAL HUATULCO",FARMACIA,"BOULEVARD CHAHUE, MANZANA 
8, LOTE 27 BAHIA DE HUATULCO 
No. 102",COL. SECTOR H21,70989,SANTA CRUZ HUATULCO,OAXACA,2068010963,24-ene.-19,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPOS 
II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"CENTRO COMERCIAL CRUZ AZUL S.A. DE C.V./FARMACIA DEL 
CENTRO COMERCIAL CRUZ AZUL, S.A. DE C.V.",FARMACIA,"GALEANA No. 9 INTERIOR LOCAL 
B",PROGRESO,70380,LAGUNAS,OAXACA,2068010973,24-abr.-19,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPO II 
Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"DISTRIBUIDORA DISUR S.A. DE C.V./FARMACIA DISUR (INTERIOR) 
HOSPITAL GENERAL DE SANTIAGO PINOTEPA NACIONAL",FARMACIA,"SEGUNDA NORTE S/N, INTERIOR 
1-A",LAS FLORES,71600,SANTIAGO PINOTEPA NACIONAL,OAXACA,2068010974,24-abr.-19,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPO II 
Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE 
CV/FARMACIA DEL AHORRO SUCURSAL CORREGIDORA",FARMACIA,"AV. CORREGIDORA SUR No. 204,",CENTRO,70300,MATIAS ROMERO AVENDAÑO,OAXACA,2068010975,21-may.-19,"CON VENTA DE PSICOTROPICOS GRUPO II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
"SERVICIOS DE SALUD DE OAXACA/FARMACIA DEL HOSPITAL 
BASICO COMUNITARIO SANTIAGO TAMAZOLA",FARMACIA,"AVENIDA INDEPENDENCIA ESQ. 
LAS ROSAS S/N",,69100,"SANTIAGO TAMAZOLA, 
SILACAYOAPAN",OAXACA,2068010976,05-jun.-19,"CON VENTA DE ESTUPEFACIENTES GRUPO I,, PSICOTROPICOS GRUPO 
II Y III"
"SERVICIOS DE SALUD DE OAXACA/FARMACIA DEL HOSPITAL 
BASICO COMUNITARIO DE TAMAZULAPAM DEL ESPIRITU SANTO",FARMACIA,"KILOMETRO 1.5 CARRETERA A 
ZACATEPEC, MIXE",,,"TAMAZULAPAN DEL ESPIRITU 
SANTO",OAXACA,2068010977,07-jun.-19,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTOPICOS GRUPO II 
Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
"COMERCIALIZADORA FARMACEUTICA DWE CHIAPAS SAPI DE 
CV/FARMACIA DEL AHORRO SUCURSAL EFRAIN R. GOMEZ S/N 
CUARTA SECCION",FARMACIA,"INDEPENDENCIAY AVENIDA 
EFRAIN R. GOMEZ, S/N,",CUARTA SECCION,,JUCHITAN DE ZARAGOZA,OAXACA,2068010978,16-jul.-19,"CON VENTA DE PSICOTROPICOS GRUPO II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
"NUEVA WAL MART DE MEXICO, S. DE R.L. DE C.V./FARMACIA MI 
BODEGA AURRERA PINOTEPA PLAZA",FARMACIA,"CARRETERA COSTERA DEL 
PACIFICO PINOTEPA-ACAPULCO 
KILOMETRO 1, ,SECCION 
TERCERA No. 1607",,,SANTIAGO PINOTEPA NACIONAL,OAXACA,2068010979,17-jul.-19,"CON VENTA DE PSICOTROPICOS GRUPO II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTIOTOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS."
"NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V./FARMACIA 
BODEGA AURRERA HUAJUAPAN 2 DE ABRIL",FARMACIA,CARRETERA 2 DE ABRIL No. 83,LA MERCED,69006,"HEROICA CIUDAD DE 
HAUJUAPAN LEON",OAXACA,2068010980,17-jul.-19,"CON VENTA DE PSICOTROPICOS GRUPO II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
"SECRETARIA DE MARINA/FARMACIA HOSPITAL NAVAL DE SALINA 
CRUZ",FARMACIA,VIRGILIO URIBE S/N,GUADALUPE,70690,SALINA CRUZ,OAXACA,2068010981,26-jul.-19,"CON VENTA DE ESTUPEFACIENTES GRUPO I, PSICOTROPICOS GRUPO II 
Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS DE ORIGEN ANIMAL 
Y HEMODERIVADOS"
COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV,FARMACIA,"ESQUINA QUE FORMAN LA CALLE 
GUAYMAS Y AVENIDA 5 DE MAYO 
S/N",CENTRO,70600,SALINA CRUZ,OAXACA,2068010982,27-ago.-19,"CON VENTA DE PSICOTROPICOS GRUPO II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA GUADALAJARA S.A. DE C.V.,FARMACIA,"BOULEVARD PLAN DE TUXTEPEC 
NO. 80",MARIA EUGENIA,68370,SAN JUAN BAUTISTA TUXTEPEC,OAXACA,2068010983,27-ago.-19,"CON VENTA DE PSICOTROPICOS GRUPO II Y III, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS DE ORIGEN ANIMAL Y HEMODERIVADOS"
