ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
PENSIONES CIVILES DEL ESTADO DELEGACION JIMENEZ,FARMACIA,ALLENDE Y JUAREZ S/N,CENTRO,33980,JIMÉNEZ,CHIHUAHUA,08036090004,01/07/2003,PSICOTRÓPICOS
"FARMACIA INTRAHOSP. DEL HOSP. GRAL. PTE. LAZARO 
CARDENAS",FARMACIA,"AV. DE LAS AMERICAS Y 
UNIVERSI",MAGISTERIAL,31160,CHIHUAHUA,CHIHUAHUA,08019090068,02/07/2003,TOXOIDES
INSTITUTO MEXICANO DEL SEGURO SOCIAL  U.M.F. N° 10,BOTICA,AV. DIAZ ORDAZ S/N,CHIHUAHUITA,32800,AHUMADA,CHIHUAHUA,08001100001,21/07/2003,PSICOTRÓPICOS
"DROGUERIA BENAVIDES, S. A. DE C. V.  SUC. GUERNIKA",FARMACIA,"AV. HERMANOS ESCOBAR N° 
3213|",FRACC. LA PLAYA,32310,JUÁREZ,CHIHUAHUA,08037090058,21/07/2003,PSICOTRÓPICOS
FARMACIA WAL MART SUPER CENTER,FARMACIA,"AV. VIALIDAD LOS NOGALES 
N° 27",FRACC. COMERCIAL LOS NOG,31109,CHIHUAHUA,CHIHUAHUA,08019090069,21/07/2003,SUEROS DE ORIGEN ANIMAL
"FARMACIA INTRAHOSP. DEL HOSP. GENERAL ""DR. SALVADOR 
ZUBIRAN""",FARMACIA,"AV. COLON Y TEOFILO 
BORUNDA N°",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090070,22/07/2003,TOXOIDES
FARMACIA CONSTITUCION,FARMACIA,AV. COLON N° 304,CENTRO,31891,BUENAVENTURA,CHIHUAHUA,08010090005,22/07/2003,PSICOTRÓPICOS
FARMACIA SANTA ANA,FARMACIA,FLORES MUÑOZ N° 504-B,OSCAR SOTO MAYNEZ,31968,NAMIQUIPA,CHIHUAHUA,08048090004,01/08/2003,PSICOTRÓPICOS
FARMACIA SMART LA VILLA,FARMACIA,AV. TECNOLOGICO Nº 8503,TIERRA Y LIBERTAD,31126,CHIHUAHUA,CHIHUAHUA,08019090071,13/08/2003,TOXOIDES
BOTICA NUEVA,FARMACIA,SEGUNDA N° 200,CENTRO,31680,GUERRERO,CHIHUAHUA,08031090005,13/08/2003,PSICOTRÓPICOS
"FARMACIA DEL AHORRO DE CHIHUAHUA, S. A. DE C. V.",FARMACIA,CALLE 21 Nº 5,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090008,13/08/2003,SUEROS DE ORIGEN ANIMAL
FARMACIA DEL HOSP. DE GINECO-OBSTETRICIA N° 15,FARMACIA,"AV. DIVISION DEL NORTE Y 
CALLE",ALTAVISTA,31320,CHIHUAHUA,CHIHUAHUA,08019090072,13/08/2003,PSICOTRÓPICOS
"DROGUERIA BENAVIDES, S. A. DE C. V. , SUC. JIMENEZ",FARMACIA,EMILIANO ZAPATA S/N,"EJIDO CONSTITUCION, CENT",33981,JIMÉNEZ,CHIHUAHUA,08036090005,06/09/2003,TOXOIDES
FARMACIA COLON,FARMACIA,LOPEZ MATEOS N° 30,"CENTRO, CREEL",31000,CHIHUAHUA,CHIHUAHUA,08019090073,08/09/2003,PSICOTRÓPICOS
FARMACIA DEL PUEBLO,FARMACIA,DOMICILIO CONOCIDO,PASCUAL OROZCO,33000,DELICIAS,CHIHUAHUA,08021090009,12/09/2003,PSICOTRÓPICOS
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,AV. JUAREZ Nº 121 NORTE,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090060,18/09/2003,TOXOIDES
FARMACIA MARINA,FARMACIA,"AV. EJIDO y 1° DE MAYO Nº 
1201",ANAHUAC,32040,JUÁREZ,CHIHUAHUA,08037090061,18/09/2003,PSICOTRÓPICOS
"FARMACIA CUAUHTEMOC, S. A. DE C. V., SUC. SAN MARTIN",FARMACIA,"AV. MORELOS ENTRE 38a Y 
41a N°",FRANCISCO VILLA,31530,CUAUHTEMOC,CHIHUAHUA,08017090026,20/09/2003,SUEROS DE ORIGEN ANIMAL
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,AV. ZARCO N° 3404,ZARCO,31000,CHIHUAHUA,CHIHUAHUA,08019090074,21/09/2003,PSICOTRÓPICOS
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,GUADALUPE VICTORIA N° 418,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090076,21/09/2003,PSICOTRÓPICOS
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,AV. OCAMPO N° 2404,PACIFICO,31030,CHIHUAHUA,CHIHUAHUA,08019090077,21/09/2003,TOXOIDES
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,AV. OCAMPO N° 109 Y 111,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090078,21/09/2003,TOXOIDES
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,AV. JUAN ESCUTIA N° 1501-A,FRACC. GLORIA,31000,CHIHUAHUA,CHIHUAHUA,08019090079,21/09/2003,TOXOIDES
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,AV. VALLARTA N° 4500-A,GRANJAS,31120,CHIHUAHUA,CHIHUAHUA,08019090080,21/09/2003,TOXOIDES
"FARMACIAS DE VANGUARDIA, S.A .DE C. V.",FARMACIA,AV. CONSTITUCION N° 615-1,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090081,21/09/2003,TOXOIDES
FARMACIA BAUCO N° 1,FARMACIA,AV. CONSTITUCION N° 615-1,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090002,14/10/2003,PSICOTRÓPICOS
"DROGUERIA BENAVIDES, S. A. DE C. V.",FARMACIA,3a Y MINA N° 1407,CENTRO,31095,CHIHUAHUA,CHIHUAHUA,08019090082,14/10/2003,TOXOIDES
"FARMACIAS DE VANGUARDIA, S. A. DE C. V.",FARMACIA,AV. JUAREZ N° 4110,ROMA,31220,CHIHUAHUA,CHIHUAHUA,08019090083,17/10/2003,TOXOIDES
FARMACIA LUPITA,FARMACIA,"AV. OCAMPO N° 814 Y 
MORELOS",CENTRO,31040,CHIHUAHUA,CHIHUAHUA,08019090084,17/10/2003,PSICOTRÓPICOS
FARMACIA HIDALGO,FARMACIA,"AV. OCAMPO N° 814 Y 
MORELOS",CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090085,17/10/2003,HEMODERIVADOS
"FARMACIA CATEDRAL, S. A.",FARMACIA,"PROL HERMANOS ESCOBAR 
N° 7151-",PARQUE IND. OMEGA,31000,CHIHUAHUA,CHIHUAHUA,08019090086,17/10/2003,PSICOTRÓPICOS
FARMACIA ESPECIALIZADA,FARMACIA,"JOAQUIN PARDAVE N° 2504 / 
20-2",REAL CAMPANARIO,31000,CHIHUAHUA,CHIHUAHUA,08019090087,17/10/2003,PSICOTRÓPICOS
FARMACIA BOULEVARD,FARMACIA,ORTIZ MENA N°122,CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090012,21/10/2003,TOXOIDES
FARMACIA GRECIA,FARMACIA,"ALLENDE N° 2102 ESQ. 
ALVARO OB",CAMPESINA,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090003,22/10/2003,PSICOTRÓPICOS
"FARMACIA DE PENSIONES CIVILES DEL ESTADO DEL. 
CAMARGO",FARMACIA,HIDALGO N°8,CENTRO,33700,CAMARGO,CHIHUAHUA,08011090005,23/10/2003,TOXOIDES
FARMACIA CAROLINA II,FARMACIA,11 Y GUTIERREZ S/N,CENTRO,32690,JUÁREZ,CHIHUAHUA,08037090062,23/10/2003,PSICOTRÓPICOS
FARMACIA DEL HOSPITAL REGIONAL DE ALDAMA,FARMACIA,AV. 5 DE MAYO N° 325,"CENTRO, PUERTO PALOMAS",32900,ALDAMA,CHIHUAHUA,08002090002,27/10/2003,PSICOTRÓPICOS
FARMACIA DEL IMSS U.M.F. N° 47,BOTICA,LIBERTAD N° 2110,CHAVEÑA,32060,JUÁREZ,CHIHUAHUA,08037100010,05/12/2003,PSICOTRÓPICOS
FARMACIA DEL HOSPITAL DE LA FAMILIA,BOTICA,AV. MALECON  N° 788,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037100011,05/12/2003,PSICOTRÓPICOS
FARMACIA ALIANZA,FARMACIA,MANUEL OJINAGA N° 413-A,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090088,05/12/2003,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA DE LA CLINICA,FARMACIA,5 DE MAYO N° 404,CENTRO,31710,NUEVO CASAS GRANDES,CHIHUAHUA,08050090004,05/12/2003,PSICOTRÓPICOS
"NUTRI CONTROL LINE, S. A. DE C. V.",BOTICA,"AV. INSURGENTES N° 5022 
LOCAL",INSURGENTES,32350,JUÁREZ,CHIHUAHUA,08037100012,05/12/2003,PSICOTRÓPICOS
ALSUPER SANTA FE,FARMACIA,"LAT. PERIFERICO DE LA 
JUVENTUD",FRACC. HACIENDA SANTA FE,31215,CHIHUAHUA,CHIHUAHUA,08019090089,05/12/2003,PSICOTRÓPICOS
FARMACIA INDEPENDENCIA,FARMACIA,INDEPENDENCIA N° 207-A,CENTRO,33980,JIMÉNEZ,CHIHUAHUA,08036090006,05/12/2003,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA CENTRO MEDICO MADERO,FARMACIA,"AV. FRANCISCO I MADERO N° 
1309",OBRERA,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090005,05/12/2003,ESTUPEFACIENTES
FARMACIA SAN JOSE,FARMACIA,AV. INDEPENDENCIA N° 10,CENTRO,33980,JIMÉNEZ,CHIHUAHUA,08036090007,05/12/2003,HEMODERIVADOS
FARMACIA SATELITE,FARMACIA,BLVD. GOMEZ MORIN N° 1507,SATELITE,32540,JUÁREZ,CHIHUAHUA,08037090063,15/12/2003,VACUNAS
FARMACIA CUAUHTEMOC,FARMACIA,CONSTITUCION N° 600 NORTE,CUAUHTEMOC,32010,JUÁREZ,CHIHUAHUA,08037090064,15/12/2003,PSICOTRÓPICOS
FARMACIA DEL CARMEN,FARMACIA,"AV. 16 DE SEPTIEMBRE PTE. 
N° 2",DEL CARMEN,32417,JUÁREZ,CHIHUAHUA,08037090065,15/12/2003,PSICOTRÓPICOS
FARMACIA JUAN DE DIOS,FARMACIA,CROMO N° 395 NORTE,ARROYO COLORADO,32140,JUÁREZ,CHIHUAHUA,08037090066,15/12/2003,PSICOTRÓPICOS
WAL MART SUPERCENTER,FARMACIA,AV. DE LAS TORRES N° 1571,PARQUE IND. ANTONIO J. B,32470,JUÁREZ,CHIHUAHUA,08037090067,15/12/2003,PSICOTRÓPICOS
"FARMACIA DE GRUPO MEDICO PAQUIME, S. A. DE C. V.",FARMACIA,AV. BENITO JUAREZ N° 1307,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090006,15/12/2003,PSICOTRÓPICOS
FARMACIA CRISTAL,FARMACIA,"AV. DE LAS AMERICAS N° 1267-
1",AMERICAS,32300,JUÁREZ,CHIHUAHUA,08037090068,15/12/2003,PSICOTRÓPICOS
FARMACIA VILLAHERMOSA,FARMACIA,"EMILIO CARRANZA Y 
CALLEJON N°",VILLAHERMOSA,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090007,15/12/2003,PSICOTRÓPICOS
FARMACIA LA FE,FARMACIA,DOMICIO CONOCIDO S/N,LOC. SANTA CATALINA DE V,31500,NAMIQUIPA,CHIHUAHUA,08048090005,16/12/2003,PSICOTRÓPICOS
FARMACIA REGIS,FARMACIA,CORONADO N° 64,CENTRO,33580,SANTA BARBARA,CHIHUAHUA,08060090001,16/12/2003,PSICOTRÓPICOS
FARMACIA CAROLINA,FARMACIA,"AV. 16 DE SEPTIEMBRE N° 
2190",ARROYO COLORADO,32140,JUÁREZ,CHIHUAHUA,08037090069,06/01/2004,SUEROS DE ORIGEN ANIMAL
FARMACIA DEL HOGAR,FARMACIA,AZUCENAS N° 3513,ZACATECAS,32130,JUÁREZ,CHIHUAHUA,08037090070,06/01/2004,PSICOTRÓPICOS
FARMACIA DE DIOS,FARMACIA,GRECIA N° 398,SAN ANTONIO,32250,JUÁREZ,CHIHUAHUA,08037090071,06/01/2004,PSICOTRÓPICOS
FARMACIAS DEL CESAR,FARMACIA,LIBERTAD N° 1547,CHAVEÑA,32060,JUÁREZ,CHIHUAHUA,08037090072,08/01/2004,PSICOTRÓPICOS
FARMACIA JUAREZ HG,FARMACIA,"AV. PASEO TRIUNFO DE LA 
REPUBL",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090073,08/01/2004,PSICOTRÓPICOS
FARMACIA ANAHUAC,FARMACIA,TACUBA N° 148,ANAHUAC,32240,JUÁREZ,CHIHUAHUA,08037090074,08/01/2004,PSICOTRÓPICOS
FARMACIA SAN MIGUEL,FARMACIA,RAFAEL VELARDE N° 528,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090075,08/01/2004,PSICOTRÓPICOS
FARMACIA SMART ALTAMIRANO,FARMACIA,"FRANCISCO JAVIER MINA N° 
1150",BARRIO ALTO,32116,JUÁREZ,CHIHUAHUA,08037090076,08/01/2004,PSICOTRÓPICOS
FARMACIA SMART ALTAVISTA,FARMACIA,CLORO N° 1750,ALTAVISTA,32120,JUÁREZ,CHIHUAHUA,08037090077,08/01/2004,PSICOTRÓPICOS
FARMACIA SMART TERESIANO,FARMACIA,"AV. PLUTARCO ELIAS CALLES 
N° 5",FRACC. EL COLEGIO,32340,JUÁREZ,CHIHUAHUA,08037090078,08/01/2004,PSICOTRÓPICOS
"FARMACIA SORIANA, SUC. PORVENIR",FARMACIA,"AV. MANUEL J. CLOUTHIER N° 
450",RIO GRANDE,32574,JUÁREZ,CHIHUAHUA,08037090079,08/01/2004,PSICOTRÓPICOS
FARMACIA DE LOS REYES,FARMACIA,COLOMBIA N° 976 SUR,EX HIPODROMO,32000,JUÁREZ,CHIHUAHUA,08037090080,08/01/2004,PSICOTRÓPICOS
FARMACIA ZARAGOZA,FARMACIA,JUAREZ PORVENIR Nº 140,ZARAGOZA,32700,JUÁREZ,CHIHUAHUA,08037090081,08/01/2004,PSICOTRÓPICOS
FARMACIA BRAVO,FARMACIA,RIO GRIJALVA N° 1991,WATERFILL NUEVO ZARAGOZA,32550,JUÁREZ,CHIHUAHUA,08037090082,08/01/2004,PSICOTRÓPICOS
FARMACIA SMART EJERCITO NACIONAL,FARMACIA,JACARANDAS N° 2926,ADICION ORIENTAL,32618,JUÁREZ,CHIHUAHUA,08037090083,08/01/2004,PSICOTRÓPICOS
FARMACIA MEDICENTRO,FARMACIA,AGUSTIN MELGAR Nº 106,MORELOS,32570,JUÁREZ,CHIHUAHUA,08037090084,08/01/2004,PSICOTRÓPICOS
FARMACIA JESUS MEDICO,FARMACIA,LOPEZ MATEOS N° 474 NORTE,LOS ALAMOS,32310,JUÁREZ,CHIHUAHUA,08037090085,08/01/2004,TOXOIDES
FARMACIA SAN JORGE,FARMACIA,HERMANOS ESCOBAR N° 1897,HIDALGO,32300,JUÁREZ,CHIHUAHUA,08037090086,08/01/2004,VACUNAS
FARMACIA EL ANGEL,FARMACIA,CARLOS AMAYA N° 2418,AZTECAS,32540,JUÁREZ,CHIHUAHUA,08037090087,08/01/2004,PSICOTRÓPICOS
FARMACIA SAN RAFAEL,FARMACIA,"AV. HERMANOS ESCOBAR N° 
4325 O",LA PLAYA,32210,JUÁREZ,CHIHUAHUA,08037090088,08/01/2004,TOXOIDES
FARMACIA SMART LOPEZ MATEOS,FARMACIA,"AV. LOPEZ MATEOS N° 2125 
SUR",REFORMA,32380,JUÁREZ,CHIHUAHUA,08037090089,08/01/2004,PSICOTRÓPICOS
FARMACIA SMART AZTECAS,FARMACIA,BLVD. ZARAGOZA N° 3450,CIUDAD MODERNA,32550,JUÁREZ,CHIHUAHUA,08037090090,08/01/2004,PSICOTRÓPICOS
"FARMACIA SORIANA, SUC. SANDERS",FARMACIA,"CALZADA EDUARDO SANDERS 
N° 155",EL BARREAL,30400,JUÁREZ,CHIHUAHUA,08037090091,08/01/2004,PSICOTRÓPICOS
"FARMACIA SORIANA, SUC. LOPEZ MATEOS",FARMACIA,"PERIMETRAL CARLOS AMAYA 
N° 212",PARTIDO IGLESIAS,32380,JUÁREZ,CHIHUAHUA,08037090092,08/01/2004,PSICOTRÓPICOS
FARMACIA SMART COUNTRY,FARMACIA,"BVLD. TOMAS FERNANDEZ N° 
7680",ALAMOS DE SENECU,32472,JUÁREZ,CHIHUAHUA,08037090093,09/01/2004,PSICOTRÓPICOS
FARMACIA ERIK II,FARMACIA,LA PAZ N° 93,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090094,09/01/2004,PSICOTRÓPICOS
FARMACIA JIMENEZ N° 2,FARMACIA,"CALZADA 5 DE FEBRERO N° 
1343 S",CHAVEÑA,33000,JUÁREZ,CHIHUAHUA,08037090095,09/01/2004,TOXOIDES
FARMACIA ERICK I,FARMACIA,MINA N° 103,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090096,09/01/2004,PSICOTRÓPICOS
FARMACIA DEL ROBLE,FARMACIA,"MELCHOR OCAMPO N° 199 
SUR",CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090097,09/01/2004,PSICOTRÓPICOS
FARMACIA ZIPP N° II,FARMACIA,AV. JUAREZ N° 766 NORTE,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090098,09/01/2004,PSICOTRÓPICOS
FARMACIA SMART PRADERA,FARMACIA,AV. TECNOLOGICO N° 3575,PARTIDO DOBLADO,32605,JUÁREZ,CHIHUAHUA,08037090099,09/01/2004,PSICOTRÓPICOS
FARMACIA HOSPITALES DE JUAREZ,FARMACIA,"PEDRO ROSALES DE LEON N° 
7510",FUENTES DEL VALLE,32500,JUÁREZ,CHIHUAHUA,08037090100,09/01/2004,TOXOIDES
FARMACIA LA CURVA,FARMACIA,"RAMON RAYON N° 1525 E 
INTERNAC",NUEVO ZARAGOZA,32700,JUÁREZ,CHIHUAHUA,08037090101,09/01/2004,PSICOTRÓPICOS
FARMACIA SMART AMERICAS,FARMACIA,"AV. BENJAMIN FRANKLIN 
SUBANCLA",ZONA PRONAF,32310,JUÁREZ,CHIHUAHUA,08037090102,12/01/2004,PSICOTRÓPICOS
FARMACIA SMART DURANGO,FARMACIA,AV. HENEQUEN N° 661,SALVACAR,32695,JUÁREZ,CHIHUAHUA,08037090103,12/01/2004,PSICOTRÓPICOS
FARMACIA LA FE,FARMACIA,MONTES URALES N° 6507,LA CUESTA,32650,JUÁREZ,CHIHUAHUA,08037090104,12/01/2004,PSICOTRÓPICOS
FARMACIA DEL PARQUE,FARMACIA,RAFAEL VELARDE N° 1400 SUR,OBRERA,32050,JUÁREZ,CHIHUAHUA,08037090105,12/01/2004,PSICOTRÓPICOS
FARMACIA SMART LA CUESTA,FARMACIA,"CARRETERA PANAMERICANA 
KM. 13.",LA CUESTA,32650,JUÁREZ,CHIHUAHUA,08037090106,12/01/2004,PSICOTRÓPICOS
FARMACIA SMART FUENTES MARES,FARMACIA,AV. CARLOS PACHECO N° 1901,EL MARMOL,31071,CHIHUAHUA,CHIHUAHUA,08019090090,13/01/2004,TOXOIDES
FARMACIA LOS ANGELES,FARMACIA,"AV. 20 DE NOVIEMBRE N° 
2401",PACIFICO,31040,CHIHUAHUA,CHIHUAHUA,08019090091,14/01/2004,PSICOTRÓPICOS
FARMACIA ANDREA,FARMACIA,AV. JUAN ESCUTIA N° 1901-A,FRACC. GLORIA,31140,CHIHUAHUA,CHIHUAHUA,08019090092,14/01/2004,SUEROS DE ORIGEN ANIMAL
"DROGUERIA Y FARMACIA EL FENIX, S. A. DE C. V.",FARMACIA,CUARTA N° 102,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090093,14/01/2004,PSICOTRÓPICOS
BOTICA DEL HOSPITAL MILITAR REGIONAL,BOTICA,MARCELO CARAVEO N° 4200,CUARTELES,31440,CHIHUAHUA,CHIHUAHUA,08019100005,19/01/2004,PSICOTRÓPICOS
"FARMACIA EL CAMINO, SUC. 2 INDEPENDENCIA",FARMACIA,AV. INDEPENDENCIA N° 359,CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090013,19/01/2004,ANTITOXINAS DE ORIGEN ANIMAL
"FARMACIA EL CAMINO, SUC. N° 1, GABINO BARREDA",FARMACIA,GABINO BARREDA N° 2,CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090015,20/01/2004,PSICOTRÓPICOS
"FARMACIA EL CAMINO, SUC. 3 BOULEVARD",FARMACIA,"BLVD. ORTIZ MENA Y ESQ. 
ANGELA",LA PEÑA,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090016,20/01/2004,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA COSMOS,FARMACIA,AV. OCAMPO N° 4006,BELLAVISTA,31030,CHIHUAHUA,CHIHUAHUA,08019090095,20/01/2004,TOXOIDES
FARMACIA RODRIGUEZ,FARMACIA,AV. LOPEZ MATEOS N° 43,CENTRO,33200,BOCOYNA,CHIHUAHUA,08009090001,20/01/2004,TOXOIDES
"FARMACIA SORIANA, SUCURSAL TECNOLOGICO",FARMACIA,AV. TECNOLOGICO N° 2701,EL MARQUEZ,32610,JUÁREZ,CHIHUAHUA,08037090107,21/01/2004,PSICOTRÓPICOS
FARMACIA GALY 3,FARMACIA,"HERMANOS ESCOBAR N° 2604 
OTE.",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090108,21/01/2004,PSICOTRÓPICOS
FARMACIA MELY,FARMACIA,"AV. DIVISION DEL NORTE N° 
1437",VICENTE GUERRERO,32190,JUÁREZ,CHIHUAHUA,08037090109,21/01/2004,TOXOIDES
FARMACIA WENDY,FARMACIA,"CALLE DE LAS PEÑAS N° 432 
NTE.",INFONAVIT FRONTERA,32423,JUÁREZ,CHIHUAHUA,08037090110,21/01/2004,PSICOTRÓPICOS
FARMACIA BOLIVIA,FARMACIA,BOLIVIA N° 797 NTE.,HIDALGO,32000,JUÁREZ,CHIHUAHUA,08037090111,21/01/2004,TOXOIDES
FARMACIA CIBELES,FARMACIA,"AV. DE LAS AMERICAS N° 507 
NOR",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090112,21/01/2004,PSICOTRÓPICOS
"FARMACIA IRIS DE JUAREZ, S. A.   (MATRIZ)",FARMACIA,"16 DE SEPTIEMBRE N° 1116 
ORIEN",CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090113,21/01/2004,TOXOIDES
FARMACIA HOSPITAL GENERAL ZONA N° 35,FARMACIA,"AV. VALENTIN FUENTES N° 
2582 S",INFONAVIT CASAS GRANDES,32600,JUÁREZ,CHIHUAHUA,08037090114,21/01/2004,PSICOTRÓPICOS
"DROGUERIA Y FARMACIA EL FENIX, S. A. DE C. V.",FARMACIA,"RAFAEL VELARDE Y LA PAZ N° 
290",ZONA CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090115,21/01/2004,PSICOTRÓPICOS
"FARMACIA MUÑOZ, S. A. DE C. V.",FARMACIA,CARR. INTERNACIONAL N° 444,NUEVO ZARAGOZA,32550,JUÁREZ,CHIHUAHUA,08037090116,22/01/2004,TOXOIDES
FARMACIA LA VICTORIA,FARMACIA,"AV. MANUEL J. CLOUTHIER N° 
773",INFONAVIT AEROPUERTO,32690,JUÁREZ,CHIHUAHUA,08037090117,22/01/2004,PSICOTRÓPICOS
FARMACIA ELSOR,FARMACIA,MA. MARTINEZ N° 1402,BELLAVISTA,32130,JUÁREZ,CHIHUAHUA,08037090118,22/01/2004,PSICOTRÓPICOS
FARMACIA AGUILAR,FARMACIA,AZUCENAS N° 725,BELLAVISTA,32030,JUÁREZ,CHIHUAHUA,08037090179,22/01/2004,PSICOTRÓPICOS
FARMACIA KARINA,FARMACIA,TRIGO N° 7957 ORIENTE,EL GRANJERO,32690,JUÁREZ,CHIHUAHUA,08037090120,22/01/2004,PSICOTRÓPICOS
FARMACIA PRADERA DORADA,FARMACIA,"RANCHO AGUA CALIENTE N° 
3005",PRADERA DORADA,32618,JUÁREZ,CHIHUAHUA,08037090121,22/01/2004,PSICOTRÓPICOS
"FARMACIA SUPERMERCADO GONZALEZ DE ALTAVISTA, S. A. 
DE C. V.",FARMACIA,"BLVD. FRONTERIZO N° 3530 A-
1",ALTAVISTA,32120,JUÁREZ,CHIHUAHUA,08037090122,23/01/2004,PSICOTRÓPICOS
"FARMACIA SUPERMERCADO GONZALEZ DE ALTAVISTA, S. A. 
DE C. V.",FARMACIA,BLVD. OSCAR FLORES N° 2250,SAN JOSE,32380,JUÁREZ,CHIHUAHUA,08037090123,23/01/2004,PSICOTRÓPICOS
"FARMACIA SUPERMERCADO GONZALEZ DE ALTAVISTA, S. A. 
DE C. V.",FARMACIA,AV. DE LOS AZTECAS N° 5447,LIBERTAD,32290,JUÁREZ,CHIHUAHUA,08037090124,23/01/2004,PSICOTRÓPICOS
FARMACIA SMART ZARAGOZA,FARMACIA,"AV. RAMON RAYON N° 295 
ENTRE T","ZARAGOZA, D. B.",32570,JUÁREZ,CHIHUAHUA,08037090005,23/01/2004,TOXOIDES
CONSULTORIOS MEDICOS Y BOTICA,BOTICA,"BLVD. FERNANDO BAEZA Nº 
4200",SAN PEDRO,31528,CUAUHTEMOC,CHIHUAHUA,08017100003,29/01/2004,PSICOTRÓPICOS
FARMACIA LARA,FARMACIA,ALDAMA Nº 902,CENTRO,33130,MEOQUI,CHIHUAHUA,08045090004,29/01/2004,PSICOTRÓPICOS
FARMACIA LYS,FARMACIA,16 DE SEPTIEMBRE S/N,"CENTRO, NICOLAS BRAVO",31941,MADERA,CHIHUAHUA,08040090002,29/01/2004,PSICOTRÓPICOS
FARMACIA PERLITA KM. 14,FARMACIA,"KM. 13 + 900 CARR. 
CUAUHTEMOC",MANITOBA,31500,CUAUHTEMOC,CHIHUAHUA,08017090027,31/01/2004,PSICOTRÓPICOS
"FARMACIA CUAUHTEMOC, S. A. DE C. V., SUC. EMILIANO",FARMACIA,"AV. PERIFERICO Y CENTAURO 
DEL",AMP. REVOLUCION MEXICANA,31572,CUAUHTEMOC,CHIHUAHUA,08017090028,31/01/2004,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA DEL PARQUE,FARMACIA,"AV. JUAREZ Y PROGRESO Nº 
510","LOC. PUERTO PALOMAS, CEN",31380,ASCENSIÓN,CHIHUAHUA,08005090004,31/01/2004,PSICOTRÓPICOS
FARMACIA DELICIAS,FARMACIA,"AV. RIO SAN PEDRO 
PONIENTE Nº",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090010,31/01/2004,PSICOTRÓPICOS
"FARMACIA DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL U. 
M. F.",BOTICA,HENRY DUNANT Nº 610,ANILLO ENVOLVENTE DEL PR,32310,JUÁREZ,CHIHUAHUA,08037100013,04/02/2004,PSICOTRÓPICOS
FARMACIA SORIANA SUC. HENEQUEN,FARMACIA,AV. DE LAS TORRES Nº 6975,LAS DUNAS,32650,JUÁREZ,CHIHUAHUA,08037090125,04/02/2004,PSICOTRÓPICOS
